ref_no,inci_name,inn_name,ph_eur_name,cas,ec,description,restriction,function,update_date,main_category,matter_type,size_category,name_length,num_functions,num_sources,is_grouped
92466,SODIUM STYRENE/METHOXY PEG-10 MALEATE/NONOXYNOL-10 MALEATE/ACRYLATES COPOLYMER,,,,,Sodium Styrene/PEG-10 Maleate/Nonoxynol-10 Maleate/Acrylate Copolymer,,OPACIFYING,04/12/2015,Autre,Polymère,Longue (51-100),78,1,4,Oui
88618,SODIUM SUCCINATE LAURYLGLUCOSIDE CROSSPOLYMER,,,,,"Sodium Succinate Laurylglucoside Crosspolymer is the crosslinked polymer formed by the reaction of Lauryl Glucoside with 1,3-dichloro-2-propanol, which is then reacted with succinic anhydride",,"CLEANSING, FOAM BOOSTING",15/12/2011,Tensioactif,Polymère,Moyenne (26-50),45,2,1,Non
80217,SODIUM TAURIDE ACRYLATES/ACRYLIC ACID/ACRYLONITROGENS COPOLYMER,,,,,"2-Propenenitrile, hydrolyzed, reaction products with sodium 2-aminoethanesulfonate",,"FILM FORMING, VISCOSITY CONTROLLING",15/10/2010,Agent filmogène,Polymère,Longue (51-100),63,2,3,Oui
59729,SODIUM TRIMETHYLPENTENE/MA COPOLYMER,,,37199-81-8,*609-343-6,"Sodium Trimethylpentene/MA Copolymer is the sodium salt of a copolymer of maleic anhydride and 2,4,4-trimethylpentene monomers",,VISCOSITY CONTROLLING,15/10/2010,Agent de viscosité,Polymère,Moyenne (26-50),36,1,2,Oui
86974,SOLUBLE COLLAGEN CROSSPOLYMER,,,,,Soluble Collagen Crosspolymer is Soluble Collagen crosslinked by N-(3-dimethylaminopropyl)-N'-ethylcarbodiimide hydrochloride,,EMOLLIENT,15/10/2010,Émollient / Conditioning,Polymère,Moyenne (26-50),29,1,1,Non
90743,SORBETH-2/OLEATE/DIMER DILINOLEATE CROSSPOLYMER,,,,,"Sorbeth-2/Oleate/Dimer Dilinoleate Crosspolymer is the crosslinked polymer of a 2-mole ethoxylate of Sorbitol, oleic acid, and Dilinoleic Acid.",,"EMOLLIENT, SKIN CONDITIONING",21/01/2014,Émollient / Conditioning,Polymère,Moyenne (26-50),47,2,3,Oui
88624,SORBITAN OLEATE DECYLGLUCOSIDE CROSSPOLYMER,,,,,"Sorbitan Oleate Decylglucoside Crosspolymer is the crosslinked polymer formed by the reaction of Decyl Glucoside with 1,3-dichloro-2-propanol, which is then reacted with Sorbitan Oleate",,"CLEANSING, EMULSIFYING, FOAM BOOSTING",15/12/2011,Tensioactif,Polymère,Moyenne (26-50),43,3,1,Non
88621,SORBITAN OLEATE LAURYLGLUCOSIDE CROSSPOLYMER,,,,,"Sorbitan Oleate Laurylglucoside Crosspolymer is the crosslinked polymer formed by the reaction of Laurylglucoside with 1,3-dichloro-2-propanol, which is then reacted with Sorbitan Oleate",,"CLEANSING, EMULSIFYING, FOAM BOOSTING",15/12/2011,Tensioactif,Polymère,Moyenne (26-50),44,3,1,Non
89039,SORBITOL/SEBACIC ACID COPOLYMER BEHENATE,,,,,Sorbitol/Sebacic Acid Copolymer Behenate is a copolymer Sorbitol and Sebacic Acid esterified with Behenic Acid.,,"SKIN CONDITIONING, VISCOSITY CONTROLLING",26/11/2012,Agent de viscosité,Polymère,Moyenne (26-50),40,2,2,Oui
38234,STARCH/ACRYLATES/ACRYLAMIDE COPOLYMER,,,,,"Starch/Acrylates/Acrylamide Copolymer is a polymer of starch, acrylamide and a monomer consisting of acrylic acid, methacrylic acid or one of their simple esters",III/66,"BINDING, FILM FORMING, VISCOSITY CONTROLLING",15/10/2010,Agent filmogène,Polymère,Moyenne (26-50),37,3,3,Oui
78983,STEARETH-10 ALLYL ETHER/ACRYLATES COPOLYMER,,,109292-17-3,,"Steareth-10 Allyl Ether/Acrylates Copolymer is a copolymer of the allyl ether of Steareth-10 (q.v.) and one or more monomers consisting of acrylic acid, methacrylic acid or one of their simple esters",,"FILM FORMING, VISCOSITY CONTROLLING",15/10/2010,Agent filmogène,Polymère,Moyenne (26-50),43,2,2,Oui
85048,STEARETH-100/PEG-136/HDI COPOLYMER,,,103777-69-1,,"Poly(Oxy-1,2-Ethanediyl), alpha-Hydro-theta-Hydroxy, Polymer with 1,6-Diisocyanatohexane and alpha-Octadecyl-theta-Hydroxypoly(Oxy-1,2- ethanediyl)",,VISCOSITY CONTROLLING,13/11/2010,Agent de viscosité,Polymère,Moyenne (26-50),34,1,3,Oui
58801,STEARYL HDI/PEG-50 COPOLYMER,,,,,"Stearyl HDI/PEG-50 Copolymer is a copolymer of 1,6-hexanediisocyanate, PEG-50 and octadecanol  monomers",,FILM FORMING,15/10/2010,Agent filmogène,Polymère,Moyenne (26-50),28,1,2,Oui
58802,STEARYL METHACRYLATE/PERFLUOROOCTYLETHYL METHACRYLATE COPOLYMER,,,,,Stearyl Methacrylate/Perfluorooctylethyl Methacrylate Copolymer is a Copolymer of Stearyl Methacrylate and Perfluorooctylethyl Methacrylate monomers,,"FILM FORMING, VISCOSITY CONTROLLING",15/10/2010,Agent filmogène,Polymère,Longue (51-100),63,2,2,Oui
79194,STEARYL/AMINOPROPYL METHICONE COPOLYMER,,,110720-64-4,,Stearyl/Aminopropyl Methicone Copolymer,,EMOLLIENT,15/10/2010,Émollient / Conditioning,Polymère,Moyenne (26-50),39,1,2,Oui
58806,STEARYL/LAURYL METHACRYLATE CROSSPOLYMER,,,,,Stearyl/Lauryl Methacrylate CrossPolymer is a copolymer of Stearyl Methacrylate and Lauryl Methacrylate crosslinked with ethylene glycol dimethacrylate,,SKIN CONDITIONING,15/10/2010,Autre,Polymère,Moyenne (26-50),40,1,2,Oui
87408,STEARYL/OCTADODECYL CITRATE CROSSPOLYMER,,,,,"Stearyl/Octadodecyl Citrate Crosspolymer is the polymer of stearyl alcohol, octyldodecanol and citric acid crosslinked with 1,3-propanediol",,HUMECTANT,12/02/2013,Humectant,Polymère,Moyenne (26-50),40,1,2,Oui
79195,STEARYLVINYL ETHER/MA COPOLYMER,,,28214-64-4,,"2,5-Furandione, polymer with 1-(ethenyloxy)octadecane",,"ANTISTATIC, EMULSION STABILISING, FILM FORMING, VISCOSITY CONTROLLING",15/10/2010,Émulsifiant,Polymère,Moyenne (26-50),31,4,2,Oui
85707,STYRENE METHYLTRIMONIUM CHLORIDE CROSSPOLYMER,,,11041-12-6,234-270-8,Styrene Methyltrimonium Chloride Crosspolymer is a polymer of Styrene and styrene methylenetrimonium chloride crosslinked with divinylbenzene,,ABSORBENT,05/06/2014,Autre,Polymère,Moyenne (26-50),45,1,1,Non
38362,STYRENE/ACRYLAMIDE COPOLYMER,,,24981-13-3,,"2-Propenamide, polymer with ethenylbenzene",III/66,OPACIFYING,15/10/2010,Autre,Polymère,Moyenne (26-50),28,1,2,Oui
79303,STYRENE/ACRYLATES COPOLYMER,,,9010-92-8,,"2-Propenoic acid, butyl ester, polymer with ethenylbenzene",,"FILM FORMING, OPACIFYING",15/10/2010,Agent filmogène,Polymère,Moyenne (26-50),27,2,2,Oui
58898,STYRENE/ACRYLATES COPOLYMER/POLYURETHANE,,,,,"Styrene/Acrylates Copolymer/Polyurethane is a copolymer of Styrene/Acrylates copolymer with cyclohexanedimethanol, benzoic acid, phthalic anhydride and isophoronediisocyanate",,"BINDING, FILM FORMING, PLASTICISER",15/10/2010,Agent filmogène,Polymère,Moyenne (26-50),40,3,3,Oui
79304,STYRENE/ACRYLATES/ACRYLONITRILE COPOLYMER,,,,,Styrene/Acrylate/Acrylonitrile Copolymer,,"FILM FORMING, OPACIFYING, VISCOSITY CONTROLLING",15/10/2010,Agent filmogène,Polymère,Moyenne (26-50),41,3,3,Oui
79305,STYRENE/ACRYLATES/AMMONIUM METHACRYLATE COPOLYMER,,,,,Styrene/Acrylate/Ammonium Methacrylate Copolymer,,"FILM FORMING, OPACIFYING",15/10/2010,Agent filmogène,Polymère,Moyenne (26-50),49,2,3,Oui
